INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria;Área Vistoria
79.066.046;61.3.0046.0204; 23/09/2006 ; 23/11/2006 ;;JOAQUIM MONTEGUTE;258;BUTIATUVINHA;ZUCII - ZONA DE URBANIZAÇÃO CONSOLIDADA II - APA PASSAÚNA;Unidade Regional Santa Felicidade;1;1;;265.285;;******;CONSTRUÇÃO;;666,18;243,87;0;0,00;243,87;0,00;;1;DAVID LACHOWSKI;PR0000005539D;DAVID LACHOWSKI;PR0000005539D;;407848;Total; 20/01/2025 ;243,87
83.500.067;73.1.0002.1038; 02/07/2019 ; 30/09/2019 ;;VEREADOR ANGELO BURBELLO;2.497;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;2;1;0;362.512;;******;CONSTRUÇÃO;;5.877,30;87,04;0;0,00;87,04;0,00;0;0;LILIAN REKSIDLER BRAGA MENDES;A0277339;LILIAN REKSIDLER BRAGA MENDES;A0277339;;407836;Total; 20/01/2025 ;87,04
83.500.127;73.1.0002.0704; 20/01/2023 ; 20/04/2023 ;;VEREADOR ANGELO BURBELLO;2.927;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;2;1;;390.902;;Conjunto Habitacional;CONSTRUÇÃO;;27.811,93;273,00;;0,00;273,00;0,00;0;0;WALTER HENRIQUE CIOATO;A0512990;WALTER HENRIQUE CIOATO;A0512990;;407831;Total; 20/01/2025 ;273,00
83.531.044;73.3.0027.0282; 15/08/2022 ; 13/11/2022 ;;DEPUTADO PINHEIRO JÚNIOR;1.882;UMBARÁ;ZCUM - ZONA COMERCIAL UMBARÁ;Unidade Regional Bairro Novo;2;1;;387.050;;Conjunto Habitacional;CONSTRUÇÃO;;20.082,00;225,64;;0,00;225,64;0,00;0;0;FREDDY JOSE BAUTISTA ROCHA;A0116327;RAQUEL GROCHOSKA;A3098990;;407827;Total; 20/01/2025 ;225,64
83.757.004;65.1.0141.0030; 26/07/2023 ; 25/10/2023 ;;MARTE;1.028;SÍTIO CERCADO;ECS - EIXO CONECTOR SUL 1;Unidade Regional Bairro Novo;1;1;0;395.055;;******;CONSTRUÇÃO;;127,77;30,00;0;0,00;30,00;0,00;0;0;LUCIANA SONI ROGOSKI;A0222232;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;407809;Total; 20/01/2025 ;30,00
85.061.011;41.1.0097.0388; 04/10/2024 ; 02/01/2025 ;;JOSÉ ALCIDES DE LIMA;565;NOVO MUNDO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Pinheirinho;2;1;;405.374;;"******; Edícula";CONSTRUÇÃO;;357,50;208,96;;0,00;208,96;0,00;0;0;ALESSANDRA CAROLINE RODRIGUES CARNIERI;A2595869;ALESSANDRA CAROLINE RODRIGUES CARNIERI;A2595869;;407850;Total; 20/01/2025 ;208,96
85.569.009;74.3.0033.0162; 19/12/2024 ; 19/03/2025 ;;MAURO MARTINS DE FREITAS;58;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;;407.384;;******;CONSTRUÇÃO;;140,00;84,00;;0,00;84,00;0,00;0;0;GABRIEL RIBAS;PR0000179544D;GABRIEL RIBAS;PR0000179544D;;407830;Total; 20/01/2025 ;84,00
87.239.037;42.1.0032.0252; 29/03/2022 ; 07/08/2022 ;;ALCIR MARTINS BASTOS;250;FAZENDINHA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;3;;1;383.949;;******;CONSTRUÇÃO;;350,00;503,75;;0,00;503,75;0,00;0;0;IVANA LISICKI DE ABREU;A0178187;IVANA LISICKI DE ABREU;A0178187;;407807;Total; 20/01/2025 ;503,75
87.625.039;71.6.0108.0366; 24/06/2024 ; 22/09/2024 ;;ROGÉRIO ZARA DO AMARAL;358;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;;402.635;;******;CONSTRUÇÃO;;160,00;90,76;;0,00;90,76;0,00;0;0;GABRIEL RIBAS;PR0000179544D;GABRIEL RIBAS;PR0000179544D;;407822;Total; 20/01/2025 ;90,76
87.657.006;71.7.0064.0250; 02/03/2023 ; 31/05/2023 ;;PROFESSOR ASTOLPHO DE MACEDO SOUZA FILHO;394;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;7;;391.836;;******;CONSTRUÇÃO;;600,00;291,77;;0,00;120,21;0,00;0;0;GILBERTO FIGUEIREDO DE OLIVEIRA;A0588873;GILBERTO FIGUEIREDO DE OLIVEIRA;A0588873;;407835;Parcial; 20/01/2025 ;120,21
89.115.045;74.6.0165.0228; 02/10/2024 ; 31/12/2024 ;;POETA BERNARDO GUIMARÃES;1.394;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;;405.269;;******;CONSTRUÇÃO;;126,00;62,80;;0,00;62,80;0,00;0;0;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;;407841;Total; 20/01/2025 ;62,80
89.834.006;74.4.0094.0170; 04/06/2024 ; 02/09/2024 ;;PEDRO PROSDÓCIMO;1.502;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;7;;402.071;;******;CONSTRUÇÃO;;608,00;276,10;;0,00;276,10;0,00;0;0;GABRIEL RIBAS;PR0000179544D;GABRIEL RIBAS;PR0000179544D;;407828;Total; 20/01/2025 ;276,10
94.074.028;53.1.0016.0594; 23/06/2022 ; 21/09/2022 ;;THEODORO MAKIOLKA;1.765;SANTA CÂNDIDA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;;385.843;;Conjunto Habitacional;CONSTRUÇÃO;;18.803,03;310,19;;0,00;310,19;0,00;0;0;FABIO NIRO MACHADO;A0653187;MARCIO GRASSI;PR0000030636D;;407849;Total; 20/01/2025 ;310,19
96.155.034;53.4.0014.0230; 17/03/2023 ; 15/06/2023 ;;IRMA SCHREINER MARAN;475;SANTA CÂNDIDA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;;392.208;;******;CONSTRUÇÃO;;68.342,00;228,22;;0,00;228,22;0,00;0;0;SILVIO APARECIDO DOS SANTOS FOGACA;PR0000176804D;RODOLFO LUIS CHONG;PR0000180196D;;407840;Total; 20/01/2025 ;228,22
27.017.016;45.1.0037.0436; 19/12/2011 ; 19/03/2012 ;;JOSÉ ALEXANDRINO;75;MOSSUNGUÊ;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Santa Felicidade;3;6;0;307.885;;******;CONSTRUÇÃO;;960,03;1.216,45;0;0,00;1.216,45;0,00;0;1;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;MARCO ANTONIO VIEZZER;PR0000028506D;;408588;Total; 20/02/2025 ;1.216,45
43.005.039;09.0.0025.0577; 03/08/2022 ; 01/11/2022 ;;VISCONDE DE CAIRÚ;60;ÁGUA VERDE;ECO - EIXO CONECTOR OESTE 4;Unidade Regional Portao;7;18;;386.790;;******;CONSTRUÇÃO;;664,65;2.605,01;;0,00;2.605,01;0,00;0;0;ADRIANA SARNELLI;A0241989;VANI LIEGE ESPINDOLA;PR0000023431D;REALIZA CONSTRUCOES CIVIS LTDA;408579;Total; 20/02/2025 ;2.605,01
53.021.019;31.0.0020.0318; 04/10/2024 ; 02/01/2025 ;;JOÃO CARLOS PEDROSA;70;VISTA ALEGRE;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Santa Felicidade;2;1;;405.363;;******;CONSTRUÇÃO;;420,00;526,42;;0,00;526,42;0,00;0;0;FRANKLIN JEFFERSON SANTOS NIECE;A0788520;FRANKLIN JEFFERSON SANTOS NIECE;A0788520;;408589;Total; 20/02/2025 ;526,42
63.030.039;27.3.0021.0558; 24/10/2022 ; 22/01/2023 ;;TAMOIOS;1.303;PORTÃO;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Portao;2;;1;388.824;;******;CONSTRUÇÃO;;10.000,00;4.339,69;;0,00;4.339,69;0,00;0;0;SIMONE MOLINARI CIRUELOS;PR0000023043D;LAERTE RIGOLON;PR0000005806D;CONEX CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA;408580;Total; 20/02/2025 ;4.339,69
82.198.030;73.4.0004.0770; 07/11/2022 ; 05/02/2023 ;;DO GANCHINHO- LD;2.530;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;2;1;;389.188;;Conjunto Habitacional;CONSTRUÇÃO;;28.860,50;147,97;;0,00;147,97;0,00;0;0;DOROTHEA HEINRICHS VALASKI;A0188190;GUILHERME RODRIGUES;PR0000169242D;;408571;Total; 20/02/2025 ;147,97
83.500.127;73.1.0002.0704; 20/12/2023 ; 17/04/2024 ; 17/01/2026 ;VEREADOR ANGELO BURBELLO;2.927;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;1;60;;398.517;;Conjunto Habitacional;CONSTRUÇÃO;;27.651,16;2.311,13;;0,00;36,50;0,00;0;0;LUANA FERREIRA DOS SANTOS ZOLLNER;A2652641;CRISTIANE SZWEC GONCALVES;PR0000062071D;;408585;Total; 20/02/2025 ;36,50
84.278.093;72.0.0024.0196; 10/10/2024 ; 08/01/2025 ;;DELEGADO OZIAS ALGAUER;271;GANCHINHO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;5;;405.484;;******;CONSTRUÇÃO;;410,00;404,73;;0,00;404,73;0,00;0;0;FRANCISCO ODAVAL GONCALVES;A0006025;FRANCISCO ODAVAL GONCALVES;A0006025;;408587;Total; 20/02/2025 ;404,73
12.055.005;01.1.0050.0030; 20/03/2025 ; 20/03/2025 ;;UBALDINO DO AMARAL;718;CENTRO;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO ALTO DA XV;Unidade Regional Matriz;2;2;0;409.201;;******;CONSTRUÇÃO;;189,00;251,39;0;0,00;251,39;0,00;1;0;;;;;;409204;Total; 20/03/2025 ;251,39
13.048.014;11.1.0038.0048; 31/08/2022 ; 12/01/2023 ;;CAPITÃO SOUZA FRANCO;718;BIGORRILHO;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO BATEL;Unidade Regional Matriz;1;2;;387.489;;******;REFORMA E AMPLIAÇÃO;;507,60;210,29;;0,00;54,40;56,29;0;0;MAIRA ELIS TURRA;PR0000169197D;MAIRA ELIS TURRA;PR0000169197D;;409207;Total; 20/03/2025 ;54,40
29.069.052;44.4.0001.0240; 22/09/2023 ; 21/12/2023 ;;ANGELO BOM;196;CAMPO COMPRIDO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Santa Felicidade;2;1;;396.524;;Conjunto Habitacional;CONSTRUÇÃO;;13.396,75;491,05;;0,00;491,05;0,00;0;0;LETICIA BOWONIUK;A0830372;DIOGO ALEXANDRE DA ROCHA ESCORSIN;PR0000109774D;LGFP CONSTRUCOES CIVIS LTDA;409192;Total; 20/03/2025 ;491,05
81.314.009;41.2.0007.0196; 27/07/2022 ; 25/10/2022 ;;BR 116;15.700;NOVO MUNDO;SE-LV - SETOR ESPECIAL DA LINHA VERDE - 8 - S. SUL-ADB3;Unidade Regional Pinheirinho;6;240;;386.574;;Conjunto Habitacional;CONSTRUÇÃO;;11.705,61;13.592,11;1.845;0,00;13.592,11;0,00;0;0;JOAO EDUARDO MOLONHI;PR0000094546D;JOAO EDUARDO MOLONHI;PR0000094546D;MRV & MRL PARANA INCORPORACOES LTDA;409233;Parcial; 20/03/2025 ;8.295,93
81.401.288;66.2.0089.0210; 16/10/2024 ; 14/01/2025 ;;JOSÉ MANOEL VOLUZ;849;PINHEIRINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Pinheirinho;2;3;1;405.636;;******;CONSTRUÇÃO;;367,60;384,72;;0,00;97,94;0,00;0;0;NEUCELI JESUS DA ROSA;A0184659;NEUCELI JESUS DA ROSA;A0184659;;409231;Final; 20/03/2025 ;97,94
81.401.308;66.2.0007.0008; 23/12/2015 ; 22/03/2016 ;;ANTONIO MENDES DE SIQUEIRA;246;PINHEIRINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Pinheirinho;2;1;0;339.940;;******;CONSTRUÇÃO;;22.222,39;171,10;0;0,00;171,10;0,00;0;0;LUIZ FERNANDO LIMA FORMIGHERI;A5847970;LUIZ FERNANDO LIMA FORMIGHERI;A5847970;;409205;Total; 20/03/2025 ;171,10
82.185.041;57.1.0005.0164; 12/09/2023 ; 11/12/2023 ;;JORGE WENDLER;755;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;4;;396.239;;******;CONSTRUÇÃO;;525,00;558,95;;0,00;558,95;0,00;0;0;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;;409191;Total; 20/03/2025 ;558,95
84.815.013;72.0.0063.0218; 29/11/2024 ; 27/02/2025 ;;ORPHELIA SETTE BERALDIN;15;GANCHINHO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;2;;406.772;;******;CONSTRUÇÃO;;119,87;106,52;;0,00;106,52;0,00;0;0;GABRIEL RIBAS;PR0000179544D;GABRIEL RIBAS;PR0000179544D;;409202;Total; 20/03/2025 ;106,52
72.037.082;33.0.0045.0402; 31/01/2012 ; 30/04/2012 ;;MATEUS LEME;4.053;SÃO LOURENÇO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;10;0;308.742;;******;CONSTRUÇÃO;;2.148,51;1.332,39;0;0,00;222,00;0,00;0;0;LUIZ ELVIS BORGUEZAM;;LUIZ ELVIS BORGUEZAM;;;410718;Parcial; 20/05/2025 ;111,00
73.094.033;32.1.0074.0052; 31/03/2023 ; 31/05/2023 ;;VISTA VERDE;55;PILARZINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;;392.529;;"******; Edícula";CONSTRUÇÃO;;366,00;289,96;;0,00;289,96;0,00;0;0;RAPHAEL MOREIRA GOBBO;A1240420;ELISA REGINA COSTA;PR0000098505D;;410734;Total; 20/05/2025 ;289,96
78.300.002;55.1.0076.0222; 28/06/2023 ; 16/09/2023 ;;ANTONIO LEOCADIO PIMENTEL;77;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;36;0;394.507;;******;CONSTRUÇÃO;;3.016,36;1.812,60;0;0,00;1.812,60;0,00;9;0;MARIO LEONARDO TORQUATO;A0548103;MARCOS HENRIQUE BAKRONI;PR0000023694D;J FOLADOR CONSTRUCOES LTDA;410727;Total; 20/05/2025 ;1.812,60
78.300.003;55.1.0075.0250; 28/06/2023 ; 16/09/2023 ;;JAVERT MANFREDINI;425;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;36;0;394.504;;******;CONSTRUÇÃO;;3.040,25;1.812,60;0;0,00;1.812,60;0,00;9;0;MARIO LEONARDO TORQUATO;A0548103;MARCOS HENRIQUE BAKRONI;PR0000023694D;J FOLADOR CONSTRUCOES LTDA;410729;Total; 20/05/2025 ;1.812,60
82.465.010;65.1.0041.0128; 04/04/2024 ; 03/07/2024 ;;MOREIRA SALES;170;SÍTIO CERCADO;ECS - EIXO CONECTOR SUL 1;Unidade Regional Bairro Novo;2;;1;400.519;;******;;;286,20;260,65;;0,00;224,65;0,00;0;0;Carolina Angelo;PR0000202579D;RICHARD FERNANDES ROSA;PR0000137991D;;410712;Total; 20/05/2025 ;224,65
82.774.019;65.3.0075.0216; 09/08/2024 ; 07/11/2024 ;;AARÃO LAMENHA DE SIQUEIRA;317;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;2;;403.885;;******;CONSTRUÇÃO;;172,00;187,36;;0,00;187,36;0,00;0;0;EZIO AUGUSTO KLAPOVUSHKO;PR0000187652D;EZIO AUGUSTO KLAPOVUSHKO;PR0000187652D;;410714;Total; 20/05/2025 ;187,36
87.523.010;71.6.0049.0426; 29/09/2023 ; 28/12/2023 ;;LUCAS CARVALHO;1.944;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;49;1;396.665;;"******; Conjunto Habitacional";CONSTRUÇÃO;;6.400,95;1.571,09;;0,00;1,41;0,00;0;0;RAFAEL LUIZ DE MEDEIROS;PR0000083501D;RAFAEL LUIZ DE MEDEIROS;PR0000083501D;PIEMONTE ENGENHARIA S.A.;410746;Parcial; 20/05/2025 ;1,41
88.458.014;37.3.0016.0092; 21/08/2024 ; 19/11/2024 ;;ATÍLIO PIOTTO;420;UBERABA;APA - SETOR DE SERVIÇOS - APA DO IGUAÇU;Unidade Regional Cajuru;1;;1;404.217;;******;CONSTRUÇÃO;;2.977,64;1.386,00;;0,00;1.386,00;0,00;0;0;GILBERTO CEZAR VARGAS;PR0000007973D;GILBERTO CEZAR VARGAS;PR0000007973D;;410728;Total; 20/05/2025 ;1.386,00
89.833.017;74.4.0105.0014; 07/11/2024 ; 05/02/2025 ;;PAULINA KAVINSKI PONTAROLLA;145;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;2;2;;406.238;;******;CONSTRUÇÃO;;171,22;127,61;;0,00;127,61;0,00;0;0;GABRIEL RIBAS;PR0000179544D;GABRIEL RIBAS;PR0000179544D;;410745;Total; 20/05/2025 ;127,61
91.081.018;50.1.0008.0420; 24/10/2023 ; 22/01/2024 ;;CAPITÃO ISMAEL ROXO;239;ABRANCHES;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;3;;397.182;;******;CONSTRUÇÃO;;367,12;220,08;;0,00;220,08;0,00;0;0;DOUGLAS BECKER SARAIVA;A1469592;LUCAS BRANDAO DE HOLANDA;PR0000145440D;;410733;Total; 20/05/2025 ;220,08
37.022.047;63.1.0004.0192; 23/08/2022 ; 21/11/2022 ;;CÂNDIDO HARTMANN;4.780;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;;2;387.232;;******;CONSTRUÇÃO;;576,59;199,69;;0,00;199,69;0,00;0;0;SAMUEL OLIVEIRA DA SILVA;RJ861035900D;RAFAEL PLACIDO TEIXEIRA DA SILVA;PR0000050509D;TB ENGENHARIA LTDA;407865;Total; 21/01/2025 ;199,69
39.246.009;63.1.0039.0180; 13/09/2021 ; 12/12/2021 ;;RACHID PACÍFICO FATUCH;657;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;;378.980;;******;CONSTRUÇÃO;;600,00;425,53;;0,00;425,53;0,00;0;0;KARYNA NEITZKE DE ANDRADE;A0335436;MARIO ROBERTO COLACO NIETO RENNER;PR28126D;;407866;Total; 21/01/2025 ;425,53
75.009.078;48.1.0019.0356; 26/05/2023 ; 24/08/2023 ;;FREDOLIN WOLF;2.951;SÃO JOÃO;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Santa Felicidade;1;;1;393.733;;******;CONSTRUÇÃO;;3.827,12;521,34;;0,00;521,34;0,00;0;0;MIRIAM FLEITER DE O PICOLOTTO;PR0000025891D;ROGERIO DE ARAUJO;PR0000015658D;;407868;Total; 21/01/2025 ;521,34
77.026.025;63.4.0056.0792; 02/03/2023 ; 31/05/2023 ;;EMILIO ALEXANDRINO DA SILVA;230;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;;391.826;;******;CONSTRUÇÃO;;3.029,00;323,72;;0,00;323,72;0,00;0;0;CARLOS ALEXANDRE LOPES BASSETTI;PR0000081486D;TALYTA IANKE BRONHOLO;PR0000159366D;;407856;Total; 21/01/2025 ;323,72
79.077.008;61.3.0029.0452; 12/08/2022 ; 10/11/2022 ;;ORLANDO PERUCI;1.000;BUTIATUVINHA;ZUCII - ZONA DE URBANIZAÇÃO CONSOLIDADA II - APA PASSAÚNA;Unidade Regional Santa Felicidade;2;1;;387.025;;******;CONSTRUÇÃO;;41.743,08;279,73;;0,00;279,73;0,00;0;0;PAULA DIAS LIMA SOARES;A1495224;FAUSTO RODRIGO YAMAUTI CORREA;PR0000171611D;CONSTRUTORA KONDO LTDA;407884;Total; 21/01/2025 ;279,73
81.721.012;65.1.0003.0168; 11/08/2023 ; 09/11/2023 ;;DOS PIONEIROS;295;SÍTIO CERCADO;ECS - EIXO CONECTOR SUL 1;Unidade Regional Bairro Novo;2;2;;395.533;;******;CONSTRUÇÃO;;419,30;278,30;;0,00;278,30;0,00;0;0;MARIO ANTONIO NEGRELLO;PR0000019389D;MARIO ANTONIO NEGRELLO;PR0000019389D;;407851;Total; 21/01/2025 ;278,30
82.486.039;65.2.0084.0176; 23/07/2024 ; 21/10/2024 ;;CARLOS AUGUSTO ALDENUCCI;301;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;1;2;;403.340;;******;CONSTRUÇÃO;;208,30;107,16;;0,00;107,16;0,00;0;0;GILBERTO FIGUEIREDO DE OLIVEIRA;A0588873;GILBERTO FIGUEIREDO DE OLIVEIRA;A0588873;;407879;Total; 21/01/2025 ;107,16
82.773.009;65.3.0072.0180; 24/10/2024 ; 22/01/2025 ;;BENEDITO FERREIRA DE SOUZA;11;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;3;;405.880;;******;CONSTRUÇÃO;;283,20;291,01;;0,00;291,01;0,00;0;0;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;;407872;Total; 21/01/2025 ;291,01
82.895.008;65.3.0176.0074; 26/07/2021 ; 24/10/2021 ;;SANT'ANA DO ITARARÉ;1.046;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;1;;1;377.665;;******;CONSTRUÇÃO;;160,00;80,00;;0,00;80,00;0,00;0;0;EDSON MARCOS SOARES;PR0000102425D;EDSON MARCOS SOARES;PR0000102425D;;407871;Total; 21/01/2025 ;80,00
82.948.021;73.4.0116.0092; 09/04/2024 ; 08/07/2024 ;;DIAMANTINO LOPES DE MIRANDA;339;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;2;2;;400.679;;******;CONSTRUÇÃO;;140,00;154,00;;0,00;154,00;0,00;0;0;BRUNA MEIRA DE JESUS;PR0000146073D;BRUNA MEIRA DE JESUS;PR0000146073D;;407875;Total; 21/01/2025 ;154,00
83.494.044;73.2.0011.0130; 26/07/2023 ; 24/10/2023 ;;VICENTE NEGRELLO;328;UMBARÁ;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;2;;395.056;;******;CONSTRUÇÃO;;160,00;160,48;;0,00;160,48;0,00;0;0;LUCIANO PEREIRA DINIZ;PR0000183149D;LUCIANO PEREIRA DINIZ;PR0000183149D;;407854;Total; 21/01/2025 ;160,48
83.494.078;73.2.0011.0946; 27/01/2023 ; 27/04/2023 ;;JULIA HUGA MARIA NEGRELLO;291;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;2;1;;391.114;;Conjunto Habitacional;CONSTRUÇÃO;;28.793,75;278,14;;0,00;278,14;0,00;0;0;FABIO NIRO MACHADO;A0653187;FABIO NIRO MACHADO;A0653187;STUDIO VTX ARQUITETURA E DESIGN LTDA;407873;Total; 21/01/2025 ;278,14
84.657.014;65.3.0060.0080; 07/12/2023 ; 06/03/2024 ;;JUSSARA;3.535;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;3;1;1;398.150;;******;;;180,67;365,47;;0,00;365,47;0,00;0;0;UILIAN AURELIANO SALOMAO;BA0516349252D;UILIAN AURELIANO SALOMAO;BA0516349252D;U. A. SALOMAO ENGENHARIA LTDA;407858;Total; 21/01/2025 ;365,47
84.760.013;65.5.0003.0270; 17/04/2024 ; 16/07/2024 ;;JOSÉ ÁLVARO TIZZOT;21;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;1;1;;400.882;;******;CONSTRUÇÃO;;160,00;94,29;;0,00;94,29;0,00;0;0;CAMILA TKATCH;A0690341;CAMILA TKATCH;A0690341;CAMILA TKATCH SERVICOS DE ARQUITETURA LTDA;407885;Total; 21/01/2025 ;94,29
87.560.018;71.7.0023.0058; 16/10/2024 ; 14/01/2025 ;;IRACEMA GONSALVES CARVALHO;1.443;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;3;;405.665;;******;CONSTRUÇÃO;;217,16;117,44;;0,00;117,44;0,00;0;0;GILBERTO FIGUEIREDO DE OLIVEIRA;A0588873;GILBERTO FIGUEIREDO DE OLIVEIRA;A0588873;;407864;Total; 21/01/2025 ;117,44
87.633.023;71.6.0109.0236; 21/08/2024 ; 19/11/2024 ;;OSWALDO FARIA AFFONSO DA COSTA;44;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;;404.205;;******;CONSTRUÇÃO;;160,00;90,88;;0,00;90,88;0,00;0;0;ANDERSON VIEIRA DE SOUZA;PR0000137515D;ANDERSON VIEIRA DE SOUZA;PR0000137515D;;407862;Total; 21/01/2025 ;90,88
89.565.013;74.6.0038.0148; 11/09/2024 ; 10/12/2024 ;;VITORIO MOCELIN;108;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;;404.741;;******;CONSTRUÇÃO;;160,00;84,00;;0,00;84,00;0,00;0;0;edilson da cruz souza;PR187208D;edilson da cruz souza;PR187208D;;407870;Total; 21/01/2025 ;84,00
